ID,Name,"ATC Code","Therapeutic Class","Care Category",Synonyms
"27c0ae14-18f4-40b6-a2dc-c0dd1041be28","atorvastatine, acide acétylsalicylique et périndopril","C10BX12","agents modifiant les lipides > agents modifiant les lipides en association > agents modifiant les lipides en association avec d'autres médicaments","",""
"955844a8-d6d3-4c92-a686-48f249ed6c84","rosuvastatine, périndopril et indapamide","C10BX13","agents modifiant les lipides > agents modifiant les lipides en association > agents modifiant les lipides en association avec d'autres médicaments","",""
"03f66bd7-0095-46d7-b281-b601c669b364","rosuvastatine, amlodipine et périndopril","C10BX14","agents modifiant les lipides > agents modifiant les lipides en association > agents modifiant les lipides en association avec d'autres médicaments","",""
"f7191e52-8783-4e41-b50e-1073e14d02ea","atorvastatine et périndopril","C10BX15","agents modifiant les lipides > agents modifiant les lipides en association > agents modifiant les lipides en association avec d'autres médicaments","",""
"33032c92-eb1f-45f7-97e3-59ea5db9821c","rosuvastatine et fimasartan","C10BX16","agents modifiant les lipides > agents modifiant les lipides en association > agents modifiant les lipides en association avec d'autres médicaments","",""
"ccb3cda7-a586-4f52-b1ca-ff9ea797563b","rosuvastatine et ramipril","C10BX17","agents modifiant les lipides > agents modifiant les lipides en association > agents modifiant les lipides en association avec d'autres médicaments","",""
"c8255bcd-ad6a-489e-9acd-f81df74bb09d","atorvastatine, amlodipine et ramipril","C10BX18","agents modifiant les lipides > agents modifiant les lipides en association > agents modifiant les lipides en association avec d'autres médicaments","",""
"400000cf-f28a-422a-9259-4d552e8107df","atorvastatine, amlodipine et candésartan","C10BX19","agents modifiant les lipides > agents modifiant les lipides en association > agents modifiant les lipides en association avec d'autres médicaments","",""
"66e7b91d-0371-4ae9-a1bd-4ae38daaf905","rosuvastatine et telmisartan","C10BX20","agents modifiant les lipides > agents modifiant les lipides en association > agents modifiant les lipides en association avec d'autres médicaments","",""
"bcdf815d-7fac-440c-bf8d-b0372ec49ae7","rosuvastatine et périndopril","C10BX21","agents modifiant les lipides > agents modifiant les lipides en association > agents modifiant les lipides en association avec d'autres médicaments","",""
"05af15bb-6988-43a7-aaee-dd3720e9be1b","rosuvastatine et nébivolol","C10BX22","agents modifiant les lipides > agents modifiant les lipides en association > agents modifiant les lipides en association avec d'autres médicaments","",""
"6719ca64-6fd4-435d-8686-c1f206eccf18","natamycine","D01AA02","antifongiques à usage dermatologique > antifongiques à usage topique > antibiotiques","",""
"0dd2cb6c-5390-47ec-bcbc-2ea653164e5d","hachimycine","D01AA03","antifongiques à usage dermatologique > antifongiques à usage topique > antibiotiques","",""
"3a375527-a66f-4cbd-a198-c641f46528a9","pécilocine","D01AA04","antifongiques à usage dermatologique > antifongiques à usage topique > antibiotiques","",""
"97ef83eb-2618-4a7a-8fa2-936ba6f491df","mépartricine","D01AA06","antifongiques à usage dermatologique > antifongiques à usage topique > antibiotiques","",""
"0c62e8b3-c99d-44f4-a11a-42b4c163a6be","pyrrolnitrine","D01AA07","antifongiques à usage dermatologique > antifongiques à usage topique > antibiotiques","",""
"200c6412-7ae8-4951-a119-b953f871cc43","griséofulvine","D01AA08","antifongiques à usage dermatologique > antifongiques à usage topique > antibiotiques","",""
"7eb83505-9e25-4bf5-a869-5c3a4432b8b0","antibiotiques en association avec des corticoïdes","D01AA20","antifongiques à usage dermatologique > antifongiques à usage topique > antibiotiques","",""
"44569012-d0dc-42db-ac76-c167ccb97813","chlormidazole","D01AC01","antifongiques à usage dermatologique > antifongiques à usage topique > dérivés imidazolés et triazolés","",""
"eeca1921-5a72-4977-8e5c-793ad7b45fe2","miconazole","D01AC02","antifongiques à usage dermatologique > antifongiques à usage topique > dérivés imidazolés et triazolés","",""
"d623d426-19c5-4f3f-85fc-0071e3255de2","éconazole","D01AC03","antifongiques à usage dermatologique > antifongiques à usage topique > dérivés imidazolés et triazolés","",""
"5d598c14-0736-45f0-9827-557d4654e3fb","chlormidazole","D01AC04","antifongiques à usage dermatologique > antifongiques à usage topique > dérivés imidazolés et triazolés","",""
"4bdeedb1-eacc-4527-9773-68cc8d9d0792","isoconazole","D01AC05","antifongiques à usage dermatologique > antifongiques à usage topique > dérivés imidazolés et triazolés","",""
"f0207a79-ec91-4adc-b251-abd3fa168d1e","tiabendazole","D01AC06","antifongiques à usage dermatologique > antifongiques à usage topique > dérivés imidazolés et triazolés","",""
"703ed513-4b00-478c-bbdd-90f267dad1aa","tioconazole","D01AC07","antifongiques à usage dermatologique > antifongiques à usage topique > dérivés imidazolés et triazolés","",""
"a1c542d7-dd40-4dc7-b9b0-feedd588b986","kétoconazole","D01AC08","antifongiques à usage dermatologique > antifongiques à usage topique > dérivés imidazolés et triazolés","",""
"6b467465-fb67-45ac-9a1e-413aa726ea33","sulconazole","D01AC09","antifongiques à usage dermatologique > antifongiques à usage topique > dérivés imidazolés et triazolés","",""
"7295da44-7d6b-4f1e-b8f6-678c63dcd22f","bifonazole","D01AC10","antifongiques à usage dermatologique > antifongiques à usage topique > dérivés imidazolés et triazolés","",""
"96d486e5-4b36-464f-82ab-933a9253e344","oxiconazole","D01AC11","antifongiques à usage dermatologique > antifongiques à usage topique > dérivés imidazolés et triazolés","",""
"98b75764-94ed-4e4d-a7d0-0eb29a8d6ec3","fenticonazole","D01AC12","antifongiques à usage dermatologique > antifongiques à usage topique > dérivés imidazolés et triazolés","",""
"d61dbfda-1c67-4479-8d3e-e1d78e1e25d9","omoconazole","D01AC13","antifongiques à usage dermatologique > antifongiques à usage topique > dérivés imidazolés et triazolés","",""
"4e56ccef-ddae-4d55-b9b0-392e73e4a596","sertaconazole","D01AC14","antifongiques à usage dermatologique > antifongiques à usage topique > dérivés imidazolés et triazolés","",""
"5fd0269e-cd61-49c2-a6b9-19f890e46f59","fluconazole","D01AC15","antifongiques à usage dermatologique > antifongiques à usage topique > dérivés imidazolés et triazolés","",""
"fd103356-5c92-405a-b4c3-5577ace5da89","flutrimazole","D01AC16","antifongiques à usage dermatologique > antifongiques à usage topique > dérivés imidazolés et triazolés","",""
"33f2af93-2194-4ab7-be3d-695807815729","éberconazole","D01AC17","antifongiques à usage dermatologique > antifongiques à usage topique > dérivés imidazolés et triazolés","",""
"c4252ae6-e4ba-4ce7-980a-43dfb30e86e2","luliconazole","D01AC18","antifongiques à usage dermatologique > antifongiques à usage topique > dérivés imidazolés et triazolés","",""
"7413be45-45ce-4059-aacb-a400b484e5d3","éfinaconazole","D01AC19","antifongiques à usage dermatologique > antifongiques à usage topique > dérivés imidazolés et triazolés","",""
"46fe592d-3cc2-4e1d-8376-d79e7946cdda","imidazolés/triazolés en association avec des corticoïdes","D01AC20","antifongiques à usage dermatologique > antifongiques à usage topique > dérivés imidazolés et triazolés","",""
"16cccf6a-c08d-4e8d-bb20-870445a1345c","néticonazole","D01AC21","antifongiques à usage dermatologique > antifongiques à usage topique > dérivés imidazolés et triazolés","",""
"effc1681-1cee-4319-aa2e-9291ebdc147f","lanoconazole","D01AC22","antifongiques à usage dermatologique > antifongiques à usage topique > dérivés imidazolés et triazolés","",""
"1ea5d19c-fe10-438a-8f9d-c3d92d530a7e","miconazole en association","D01AC52","antifongiques à usage dermatologique > antifongiques à usage topique > dérivés imidazolés et triazolés","",""
"ef4d73ea-7c40-4cb1-b578-3ac1dacb52f5","bifonazole en association","D01AC60","antifongiques à usage dermatologique > antifongiques à usage topique > dérivés imidazolés et triazolés","",""
"69221ece-17b3-40f3-9329-06fb567ba647","bromochlorosalicylanilide","D01AE01","antifongiques à usage dermatologique > antifongiques à usage topique > autres antifongiques à usage topique","",""
"b07021e2-ef3e-4343-a892-10ccfc172c79","méthylrosaniline","D01AE02","antifongiques à usage dermatologique > antifongiques à usage topique > autres antifongiques à usage topique","",""
"6c808fff-abb0-4c00-840b-8163ae9d5667","tribromométacrésol","D01AE03","antifongiques à usage dermatologique > antifongiques à usage topique > autres antifongiques à usage topique","",""
"782ac456-bfa1-43f6-9b06-4b49ea598a6d","acide undécylénique","D01AE04","antifongiques à usage dermatologique > antifongiques à usage topique > autres antifongiques à usage topique","",""
"25c56104-96af-470d-afd6-d042c2eb7ba7","polynoxyline","D01AE05","antifongiques à usage dermatologique > antifongiques à usage topique > autres antifongiques à usage topique","",""
"7117356c-e2a1-4096-9eb1-8c52dea1d7e3","2-(4-chlorphénoxy)-éthanol","D01AE06","antifongiques à usage dermatologique > antifongiques à usage topique > autres antifongiques à usage topique","",""
"a9ce3190-a5a7-4f74-a422-bb36d92677c5","chlorphénésine","D01AE07","antifongiques à usage dermatologique > antifongiques à usage topique > autres antifongiques à usage topique","",""
"cc9d7629-f941-43a6-bcc4-bda058217102","ticlatone","D01AE08","antifongiques à usage dermatologique > antifongiques à usage topique > autres antifongiques à usage topique","",""
"bcb6d58d-2430-4b4c-8351-175cdb4f6e1c","sulbentine","D01AE09","antifongiques à usage dermatologique > antifongiques à usage topique > autres antifongiques à usage topique","",""
"2166c606-7f3d-44ce-a5b5-e62df1db04c6","hydroxybenzoate d'éthyle","D01AE10","antifongiques à usage dermatologique > antifongiques à usage topique > autres antifongiques à usage topique","",""
"820a2dad-9b66-4fb0-b12d-6cb7ce5ea31b","haloprogine","D01AE11","antifongiques à usage dermatologique > antifongiques à usage topique > autres antifongiques à usage topique","",""
"4e8d6055-7f77-49e3-8222-0310ea2213c3","acide salicylique","D01AE12","antifongiques à usage dermatologique > antifongiques à usage topique > autres antifongiques à usage topique","",""
"51dcb203-c954-4c47-8cb9-9867c3c94282","sulfure de sélénium","D01AE13","antifongiques à usage dermatologique > antifongiques à usage topique > autres antifongiques à usage topique","",""
"f3c98563-1162-4c73-bc80-57598a293d85","ciclopirox","D01AE14","antifongiques à usage dermatologique > antifongiques à usage topique > autres antifongiques à usage topique","",""
"08e9991a-33ca-44a2-bdaa-d452f8a9e063","terbinafine","D01AE15","antifongiques à usage dermatologique > antifongiques à usage topique > autres antifongiques à usage topique","",""
"b315068a-3fe3-4fd6-87d9-fca63afa1277","amorolfine","D01AE16","antifongiques à usage dermatologique > antifongiques à usage topique > autres antifongiques à usage topique","",""
"b32c62b3-a869-4fa1-a3e7-784859b879e6","dimazole","D01AE17","antifongiques à usage dermatologique > antifongiques à usage topique > autres antifongiques à usage topique","",""
"a366f65c-a009-44f4-9b3d-642a0693be1d","tolnaftate","D01AE18","antifongiques à usage dermatologique > antifongiques à usage topique > autres antifongiques à usage topique","",""
"52babe73-6b31-4ed0-b355-8d7a2f1862a3","tolciclate","D01AE19","antifongiques à usage dermatologique > antifongiques à usage topique > autres antifongiques à usage topique","",""
"534caeac-31b0-49c5-88fb-aea245a11bbd","associations (autres antifongiques à usage topique)","D01AE20","antifongiques à usage dermatologique > antifongiques à usage topique > autres antifongiques à usage topique","",""
"3bd75c95-3363-4415-aac9-5b843bf23df7","flucytosine","D01AE21","antifongiques à usage dermatologique > antifongiques à usage topique > autres antifongiques à usage topique","",""
"d69f2d58-2b3f-47d5-91ec-4f421fd2bc18","naftifine","D01AE22","antifongiques à usage dermatologique > antifongiques à usage topique > autres antifongiques à usage topique","",""
"2d8b6494-df27-4da2-9f80-e30d07dacdfd","buténafine","D01AE23","antifongiques à usage dermatologique > antifongiques à usage topique > autres antifongiques à usage topique","",""
"05806502-f1d2-40d3-88e7-cc06d82baa76","tavaborole","D01AE24","antifongiques à usage dermatologique > antifongiques à usage topique > autres antifongiques à usage topique","",""
"67ac58f7-baf8-4d12-ae66-c22b5d3d563d","liranaftate","D01AE25","antifongiques à usage dermatologique > antifongiques à usage topique > autres antifongiques à usage topique","",""
"78002183-3eeb-43a7-810d-6800e2c77e2c","acide undécylénique en association","D01AE54","antifongiques à usage dermatologique > antifongiques à usage topique > autres antifongiques à usage topique","",""
"d7260771-5c7a-4cd9-b526-98ac749239b5","griséofulvine","D01BA01","antifongiques à usage dermatologique > antifongiques à usage systémique > antifongiques à usage systémique","",""
"7b31e454-2118-4b3a-b05e-4e0a5569ca30","terbinafine","D01BA02","antifongiques à usage dermatologique > antifongiques à usage systémique > antifongiques à usage systémique","",""
"4e1c23a1-f9fc-4909-9c6d-8ca3c366ba16","fosravuconazole","D01BA03","antifongiques à usage dermatologique > antifongiques à usage systémique > antifongiques à usage systémique","",""
"b5ae34c6-2409-4634-bc2c-803b141933a2","urée","D02AE01","émollients et protecteurs > émollients et protecteurs > produits à base d'urée","",""
"4c80d990-7a27-44ed-82c1-2cde94f7013d","urée en association","D02AE51","émollients et protecteurs > émollients et protecteurs > produits à base d'urée","",""
"90dc1c0c-32cc-4163-b3f3-fda8bba3559c","acide aminobenzoïque","D02BA01","émollients et protecteurs > protecteurs contre les rayonnements UV > protecteurs contre les rayonnements UV à usage topique","",""
"1dae2549-7b45-4ae5-91cb-26e6c4ac5740","octinoxate","D02BA02","émollients et protecteurs > protecteurs contre les rayonnements UV > protecteurs contre les rayonnements UV à usage topique","",""
"f8bb1aea-c49e-47fa-bea7-1b46c4239926","bétacarotène","D02BB01","émollients et protecteurs > protecteurs contre les rayonnements UV > protecteurs contre les rayonnements UV à usage systémique","",""
"0690bfb0-6906-4e0b-ad13-a0aaffa4a60f","afamélanotide","D02BB02","émollients et protecteurs > protecteurs contre les rayonnements UV > protecteurs contre les rayonnements UV à usage systémique","",""
"f3fdf76b-97b5-4662-8929-0eb831f73929","cadexomère iodé","D03AX01","préparations pour le traitement des plaies et ulcères > cicatrisants > autres cicatrisants","",""
"30d71c39-d80b-4475-b3da-9db30b4ae75b","dextranomère","D03AX02","préparations pour le traitement des plaies et ulcères > cicatrisants > autres cicatrisants","",""
"9488eca3-bc4b-4777-9e59-cfbb5041b431","dexpanthénol","D03AX03","préparations pour le traitement des plaies et ulcères > cicatrisants > autres cicatrisants","",""
"81e39076-ef07-4b50-812a-58520609d6c3","pantothénate de calcium","D03AX04","préparations pour le traitement des plaies et ulcères > cicatrisants > autres cicatrisants","",""
"49ee42cc-65a6-4a5f-8094-15bfba7a7e2b","acide hyaluronique","D03AX05","préparations pour le traitement des plaies et ulcères > cicatrisants > autres cicatrisants","",""
"fcf05e13-8cba-4e9d-92c4-d2c03ad76281","bécaplermine","D03AX06","préparations pour le traitement des plaies et ulcères > cicatrisants > autres cicatrisants","",""
"c54f2653-d8d0-43af-8268-60bbd48c2b4d","crilanomère","D03AX09","préparations pour le traitement des plaies et ulcères > cicatrisants > autres cicatrisants","",""
"76630cad-867e-44c2-bc1e-9bbf3e444604","énoxolone","D03AX10","préparations pour le traitement des plaies et ulcères > cicatrisants > autres cicatrisants","",""
"0d168d34-91a7-4653-b4fb-551b277618d4","chlorite de sodium","D03AX11","préparations pour le traitement des plaies et ulcères > cicatrisants > autres cicatrisants","",""
"f994de99-5f6b-4328-9e5b-b95806edf629","trolamine","D03AX12","préparations pour le traitement des plaies et ulcères > cicatrisants > autres cicatrisants","",""
"d733a458-976b-4f4c-aec3-f7f9c17352aa","écorce de bouleau","D03AX13","préparations pour le traitement des plaies et ulcères > cicatrisants > autres cicatrisants","",""
"0a9384b3-3198-46e3-81d5-7e5dd4e38a85","Centella asiatica, associations incluses","D03AX14","préparations pour le traitement des plaies et ulcères > cicatrisants > autres cicatrisants","",""
"5674fef1-04bb-41dd-9b34-546abf5de3a4","trafermine","D03AX15","préparations pour le traitement des plaies et ulcères > cicatrisants > autres cicatrisants","",""
"62373be5-6195-487b-be22-983386bc942b","bérémagène géperpavec","D03AX16","préparations pour le traitement des plaies et ulcères > cicatrisants > autres cicatrisants","",""
"32b946fa-f53b-4c72-8123-f8dc62ccd70a","trypsine","D03BA01","préparations pour le traitement des plaies et ulcères > enzymes > enzymes protéolytiques","",""
"117b8175-688c-407c-8570-36fe2a55ebb0","collagénase","D03BA02","préparations pour le traitement des plaies et ulcères > enzymes > enzymes protéolytiques","",""
"aae22913-68b0-40fa-90bb-155a7b51eb4b","bromélaïnes","D03BA03","préparations pour le traitement des plaies et ulcères > enzymes > enzymes protéolytiques","",""
"831a581b-602c-4291-afa4-83b431a2ac53","collagénase en association","D03BA52","préparations pour le traitement des plaies et ulcères > enzymes > enzymes protéolytiques","",""
"5b8e19ae-7a33-449e-8c3b-c7a0445417fa","thonzylamine","D04AA01","antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antihistaminiques à usage topique","",""
"e1fb8224-66c6-4062-a832-bce7f651a7af","mépyramine","D04AA02","antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antihistaminiques à usage topique","",""
"dc4b0bc7-0e80-4a73-836a-ad97279c831f","thénalidine","D04AA03","antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antihistaminiques à usage topique","",""
"bb5bc067-347f-4c75-a0fd-4e5d45c44a26","tripélennamine","D04AA04","antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antihistaminiques à usage topique","",""
"73b3ee87-eed1-4e1f-8907-cfe6da478d77","chloropyramine","D04AA09","antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antihistaminiques à usage topique","",""
"005e5e39-86c2-4ee1-bf1b-1f8ad4f5fc65","prométhazine","D04AA10","antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antihistaminiques à usage topique","",""
"58b2d366-3984-45eb-82c4-cbaeb9dc2f5b","tolpropamine","D04AA12","antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antihistaminiques à usage topique","",""
"186f4a6f-3ca4-4d9e-9456-c711128adcb5","dimétindène","D04AA13","antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antihistaminiques à usage topique","",""
"1d7fef99-e188-42ac-b850-ca01941bf8d7","clémastine","D04AA14","antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antihistaminiques à usage topique","",""
"eb4fc150-efb8-4a64-af80-7e57c1307402","bamipine","D04AA15","antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antihistaminiques à usage topique","",""
"f67a57e8-df21-4089-90b9-a0d4ee263604","phéniramine","D04AA16","antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antihistaminiques à usage topique","",""
"f2655692-b4ef-492f-8e25-05878b3b92ad","isothipendyl","D04AA22","antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antihistaminiques à usage topique","",""
"b624c0c3-ced8-4326-9eb8-90d8766c0159","diphénhydramine","D04AA32","antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antihistaminiques à usage topique","",""
"146058b2-5aa7-41c7-863d-c620731ab14a","méthylbromure de diphénhydramine","D04AA33","antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antihistaminiques à usage topique","",""
"320d5858-ac18-4576-9aed-4731c358505c","chlorphénoxamine","D04AA34","antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antihistaminiques à usage topique","",""
"3553d0de-17d3-4cd7-a08d-15f9180a4416","lidocaïne","D04AB01","antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > anesthésiques à usage topique","",""
"1357d20e-5b86-41ed-8180-f5679e3bb358","cinchocaïne","D04AB02","antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > anesthésiques à usage topique","",""
"63c3e06c-a090-44b3-a624-cd0e4465fc36","oxybuprocaïne","D04AB03","antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > anesthésiques à usage topique","",""
"5e2b3644-4b77-4d46-9eda-a236fe0eb0d4","benzocaïne","D04AB04","antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > anesthésiques à usage topique","",""
"cb611cfe-c9b1-476b-a1bb-3cb01db389e5","quinisocaïne","D04AB05","antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > anesthésiques à usage topique","",""
"cb0e600c-4125-4673-896a-6a61744a55e7","tétracaïne","D04AB06","antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > anesthésiques à usage topique","",""
"2fe3bfc1-0426-4d41-a237-7179d3b35cf4","pramocaïne","D04AB07","antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > anesthésiques à usage topique","",""
"b3bdb4a9-4119-45f9-9af4-9d3c25043e6c","doxépine","D04AX01","antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > antiprurigineux, antihistaminiques et anesthésiques inclus, etc. > autres antiprurigineux","",""
"f897a6ce-f64b-4339-af68-486ad7735717","dithranol","D05AC01","antipsoriasiques > antipsoriasiques à usage topique > dérivés anthracéniques","",""
"65ced212-e728-4d79-b09d-8c990ea3b339","trioxysalène","D05AD01","antipsoriasiques > antipsoriasiques à usage topique > psoralènes à usage topique","",""
"7d3a603f-9f3b-4806-a412-e8b8e07f5fb5","méthoxsalène","D05AD02","antipsoriasiques > antipsoriasiques à usage topique > psoralènes à usage topique","",""
"7ad17793-9302-4085-94b7-6805f53cdb9e","acide fumarique","D05AX01","antipsoriasiques > antipsoriasiques à usage topique > autres antipsoriasiques à usage topique","",""
"691f9ad3-03de-4e49-9f9e-e8c8b6e767af","calcipotriol","D05AX02","antipsoriasiques > antipsoriasiques à usage topique > autres antipsoriasiques à usage topique","",""
"1dde74de-a2e0-4cc2-86bf-6e9f8e4706a3","calcitriol","D05AX03","antipsoriasiques > antipsoriasiques à usage topique > autres antipsoriasiques à usage topique","",""
"6b0f2ab6-459b-4133-acb9-f1982f1644e9","tacalcitol","D05AX04","antipsoriasiques > antipsoriasiques à usage topique > autres antipsoriasiques à usage topique","",""
"8ec11a56-5c00-4aa1-b76f-e85bf5f1d043","tazarotène","D05AX05","antipsoriasiques > antipsoriasiques à usage topique > autres antipsoriasiques à usage topique","",""
"3b1ef046-0424-4575-8e66-8331e03985ee","roflumilast","D05AX06","antipsoriasiques > antipsoriasiques à usage topique > autres antipsoriasiques à usage topique","",""
"651bfc61-e517-47bc-8d9c-62e6240b9687","tapinarof","D05AX07","antipsoriasiques > antipsoriasiques à usage topique > autres antipsoriasiques à usage topique","",""
"301720b7-f24f-4d7f-b999-aed9d38d33bd","calcipotriol en association","D05AX52","antipsoriasiques > antipsoriasiques à usage topique > autres antipsoriasiques à usage topique","",""
"3465bc54-071e-4cba-9dd8-ae4124024b6c","tazarotène et ulobétasol","D05AX55","antipsoriasiques > antipsoriasiques à usage topique > autres antipsoriasiques à usage topique","",""
"66125ae1-a1f5-47a6-a33f-8868688ab8f1","trioxysalène","D05BA01","antipsoriasiques > antipsoriasiques à usage systémique > psoralènes à usage systémique","",""
"13843866-ee01-451f-8749-ea9701ff1c54","méthoxsalène","D05BA02","antipsoriasiques > antipsoriasiques à usage systémique > psoralènes à usage systémique","",""
"ffc7bf74-56b1-4908-96a0-111f8d479c1c","bergaptène","D05BA03","antipsoriasiques > antipsoriasiques à usage systémique > psoralènes à usage systémique","",""
"2336ff3d-f195-4499-9d7b-c3746ae3ede4","étrétinate","D05BB01","antipsoriasiques > antipsoriasiques à usage systémique > rétinoïdes pour le traitement du psoriasis","",""
"a1197b6c-c12a-4a5b-8677-fe1ddaa411cc","acitrétine","D05BB02","antipsoriasiques > antipsoriasiques à usage systémique > rétinoïdes pour le traitement du psoriasis","",""
"ae4f770e-eae4-4eda-90a1-0f17495b80c5","dérivés de l'acide fumarique en association","D05BX51","antipsoriasiques > antipsoriasiques à usage systémique > autres antipsoriasiques à usage systémique","",""
"d7464175-ac82-422a-b6dc-935def184713","déméclocycline","D06AA01","antibiotiques et agents chimiothérapeutiques à usage dermatologique > antibiotiques à usage topique > tétracycline et dérivés","",""
"e9537e4c-35f3-460a-94e5-09ce5f12bb71","chlortétracycline","D06AA02","antibiotiques et agents chimiothérapeutiques à usage dermatologique > antibiotiques à usage topique > tétracycline et dérivés","",""
"a860362f-0047-408c-a137-c518b1255ac7","oxytétracycline","D06AA03","antibiotiques et agents chimiothérapeutiques à usage dermatologique > antibiotiques à usage topique > tétracycline et dérivés","",""
"065be17b-9295-4da7-8cb8-91bec9532f8d","tétracycline","D06AA04","antibiotiques et agents chimiothérapeutiques à usage dermatologique > antibiotiques à usage topique > tétracycline et dérivés","",""
"52ce23a3-941e-460c-bad3-928a05fb4378","acide fusidique","D06AX01","antibiotiques et agents chimiothérapeutiques à usage dermatologique > antibiotiques à usage topique > autres antibiotiques à usage topique","",""
"e33742bf-57c7-4335-b0a7-4817b9f5b4c2","chloramphénicol","D06AX02","antibiotiques et agents chimiothérapeutiques à usage dermatologique > antibiotiques à usage topique > autres antibiotiques à usage topique","",""
"7065adf6-2dfe-4753-920a-7f54317ca19b","néomycine","D06AX04","antibiotiques et agents chimiothérapeutiques à usage dermatologique > antibiotiques à usage topique > autres antibiotiques à usage topique","",""
"5c200232-af8a-48c4-9273-e00dffff713c","bacitracine","D06AX05","antibiotiques et agents chimiothérapeutiques à usage dermatologique > antibiotiques à usage topique > autres antibiotiques à usage topique","",""
"58cf9b95-9d7e-4d41-b3f5-88fd25f9a142","gentamicine","D06AX07","antibiotiques et agents chimiothérapeutiques à usage dermatologique > antibiotiques à usage topique > autres antibiotiques à usage topique","",""
"cb6dab9c-46fc-411d-aed2-d0aee8e3b38f","tyrothricine","D06AX08","antibiotiques et agents chimiothérapeutiques à usage dermatologique > antibiotiques à usage topique > autres antibiotiques à usage topique","",""
"a3e7c444-86d5-4b89-8507-ef168f0e9642","mupirocine","D06AX09","antibiotiques et agents chimiothérapeutiques à usage dermatologique > antibiotiques à usage topique > autres antibiotiques à usage topique","",""
"63462077-9815-48b6-aad9-4f6e6b74b697","virginiamycine","D06AX10","antibiotiques et agents chimiothérapeutiques à usage dermatologique > antibiotiques à usage topique > autres antibiotiques à usage topique","",""
"844090bb-46ef-45aa-98ec-a33db6a06921","rifaximine","D06AX11","antibiotiques et agents chimiothérapeutiques à usage dermatologique > antibiotiques à usage topique > autres antibiotiques à usage topique","",""
"bd67e679-9833-4205-af36-d993725d91b8","amikacine","D06AX12","antibiotiques et agents chimiothérapeutiques à usage dermatologique > antibiotiques à usage topique > autres antibiotiques à usage topique","",""
"5bf8eab4-326e-4523-9178-be06a95ef5f0","rétapamuline","D06AX13","antibiotiques et agents chimiothérapeutiques à usage dermatologique > antibiotiques à usage topique > autres antibiotiques à usage topique","",""
"8e08fcb9-882c-433c-9313-8f6b393b6954","ozénoxacine","D06AX14","antibiotiques et agents chimiothérapeutiques à usage dermatologique > antibiotiques à usage topique > autres antibiotiques à usage topique","",""
"9ea38303-1a69-49a0-bda3-9fe6f1769fa9","rifamycine","D06AX15","antibiotiques et agents chimiothérapeutiques à usage dermatologique > antibiotiques à usage topique > autres antibiotiques à usage topique","",""
"00ec78f5-5145-4ef0-a11a-d5d518dd66e6","sulfadiazine argentique","D06BA01","antibiotiques et agents chimiothérapeutiques à usage dermatologique > agents chimiothérapeutiques à usage topique > sulfamides","",""
