NOM_COMPLET;Nom commercial;DOSAGE;FORME;PRESENTATION;DCI;FABRIQUANT;PPV;PH;PFHT;UNITES_PAR_BOITE
GENTAL 0,003 FLACON DE 10 ML COLLYRE;GENTAL;0,003;COLLYRE;FLACON DE 10 ML;GENTAMICINE;AFRIC PHAR;19,50;12,20;11,63;1
GENTAMYCINE 160 MG BOITE DE 6 AMPOULES DE 4 ML SOLUTION INJECTABLE;GENTAMYCINE;160 MG;SOLUTION INJECTABLE;BOITE DE 6 AMPOULES DE 4 ML;GENTAMICINE;AFRIC PHAR;112,00;70,00;66,67;6
GENTAMYCINE 160 MG BOITE UNITAIRE DE 4 ML SOLUTION INJECTABLE;GENTAMYCINE;160 MG;SOLUTION INJECTABLE;BOITE UNITAIRE DE 4 ML;GENTAMICINE;AFRIC PHAR;26,20;16,30;15,58;1
GENTAMYCINE 40 MG BOITE DE 6 AMPOULES DE 2 ML SOLUTION INJECTABLE;GENTAMYCINE;40 MG;SOLUTION INJECTABLE;BOITE DE 6 AMPOULES DE 2 ML;GENTAMICINE;AFRIC PHAR;50,50;31,50;30,04;6
GENTAMYCINE LLORENTE 120 MG BOITE DE 6 AMPOULES (3 ML) SOLUTION INJECTABLE;GENTAMYCINE LLORENTE;120 MG;SOLUTION INJECTABLE;BOITE DE 6 AMPOULES (3 ML);GENTAMICINE;AFRIC PHAR;104,60;65,40;62,25;6
GENTAMYCINE LLORENTE 120 MG BOITE UNITAIRE (3 ML) SOLUTION INJECTABLE;GENTAMYCINE LLORENTE;120 MG;SOLUTION INJECTABLE;BOITE UNITAIRE (3 ML);GENTAMICINE;AFRIC PHAR;21,50;13,40;12,79;1
GENTAMYCINE LLORENTE 40 MG BOITE UNITAIRE (2 ML) SOLUTION INJECTABLE;GENTAMYCINE LLORENTE;40 MG;SOLUTION INJECTABLE;BOITE UNITAIRE (2 ML);GENTAMICINE;AFRIC PHAR;11,40;7,10;6,81;1
GENTAMYCINE LLORENTE 80 MG BOITE UNITAIRE (2 ML) SOLUTION INJECTABLE;GENTAMYCINE LLORENTE;80 MG;SOLUTION INJECTABLE;BOITE UNITAIRE (2 ML);GENTAMICINE;AFRIC PHAR;16,90;10,50;10,04;1
GENTAMYCINE LLORENTE 80 MG BOITE DE 6 AMPOULES (2 ML) SOLUTION INJECTABLE;GENTAMYCINE LLORENTE;80 MG;SOLUTION INJECTABLE;BOITE DE 6 AMPOULES (2 ML);GENTAMICINE;AFRIC PHAR;81,40;50,90;48,48;6
GIROFLOX 200 MG / 100 ML FLACON DE 100 ML SOLUTION POUR PERFUSION;GIROFLOX;200 MG / 100 ML;SOLUTION POUR PERFUSION;FLACON DE 100 ML;CIPROFLOXACINE (CHLORHYDRATE);ATLAS PHARM;133,60;83,50;79,55;1
HIPOTENSIL 25 MG BOITE DE 30 COMPRIME;HIPOTENSIL;25 MG;COMPRIME;BOITE DE 30;CAPTOPRIL;AFRIC PHAR;75,00;46,90;44,64;30
HIPOTENSIL 50 MG BOITE DE 30 COMPRIME;HIPOTENSIL;50 MG;COMPRIME;BOITE DE 30;CAPTOPRIL;AFRIC PHAR;140,00;87,50;83,33;30
HYPRIL 20 MG / 12,5 MG BOITE DE 60 COMPRIME;HYPRIL;20 MG / 12,5 MG;COMPRIME;BOITE DE 60;ENALAPRIL (MALEATE) // HYDROCHLOROTHIAZIDE;ATLAS PHARM;125,80;78,60;74,90;60
ICAM 5 MG BOITE DE 14 COMPRIME PELLICULE;ICAM;5 MG;COMPRIME PELLICULE;BOITE DE 14;LEVOCETIRIZINE (DICHLORHYDRATE);AFRIC PHAR;37,40;23,40;22,29;14
ICAM 5 MG BOITE DE 28 COMPRIME PELLICULE;ICAM;5 MG;COMPRIME PELLICULE;BOITE DE 28;LEVOCETIRIZINE (DICHLORHYDRATE);AFRIC PHAR;65,90;41,20;39,23;28
ICAM 5 MG BOITE DE 7 COMPRIME PELLICULE;ICAM;5 MG;COMPRIME PELLICULE;BOITE DE 7;LEVOCETIRIZINE (DICHLORHYDRATE);AFRIC PHAR;21,00;13,10;12,48;7
INALER 100 ΜG FLACON 200 DOSES AEROSOL;INALER;100 µG;AEROSOL;FLACON 200 DOSES;SALBUTAMOL SULFATE;AFRIC PHAR;42,20;26,40;25,14;1
INALER 2 MG / 5 ML FLACON DE 100 ML SOLUTION BUVABLE;INALER;2 MG / 5 ML;SOLUTION BUVABLE;FLACON DE 100 ML;SALBUTAMOL SULFATE;AFRIC PHAR;16,30;10,20;9,70;1
INESO 20 MG BOITE DE 28 GELULE GASTRO-RESISTANTE;INESO;20 MG;GELULE GASTRO-RESISTANTE;BOITE DE 28;ESOMEPRAZOLE;DEVA PHARMACEUTIQUE;129,90;81,20;77,33;28
IPOSEC 30 MG BOITE DE 15 GELULE;IPOSEC;30 MG;GELULE;BOITE DE 15;LANSOPRAZOLE;AFRIC PHAR;55,10;34,50;32,82;15
IPOSEC 30 MG BOITE DE 30 GELULE;IPOSEC;30 MG;GELULE;BOITE DE 30;LANSOPRAZOLE;AFRIC PHAR;111,20;69,50;66,20;30
IRVEL 150 MG BOITE DE 14 COMPRIME PELLICULE;IRVEL;150 MG;COMPRIME PELLICULE;BOITE DE 14;IRBESARTAN;AFRIC PHAR;60,90;38,00;36,23;14
IRVEL 150 MG BOITE DE 28 COMPRIME PELLICULE;IRVEL;150 MG;COMPRIME PELLICULE;BOITE DE 28;IRBESARTAN;AFRIC PHAR;108,70;67,90;64,70;28
IRVEL 150 MG BOITE DE 7 COMPRIME PELLICULE;IRVEL;150 MG;COMPRIME PELLICULE;BOITE DE 7;IRBESARTAN;AFRIC PHAR;36,00;22,50;21,46;7
IRVEL 300 MG BOITE DE 14 COMPRIME PELLICULE;IRVEL;300 MG;COMPRIME PELLICULE;BOITE DE 14;IRBESARTAN;AFRIC PHAR;84,00;52,50;50,03;14
IRVEL 300 MG BOITE DE 28 COMPRIME PELLICULE;IRVEL;300 MG;COMPRIME PELLICULE;BOITE DE 28;IRBESARTAN;AFRIC PHAR;150,00;93,80;89,31;28
IRVEL 300 MG BOITE DE 7 COMPRIME PELLICULE;IRVEL;300 MG;COMPRIME PELLICULE;BOITE DE 7;IRBESARTAN;AFRIC PHAR;47,00;29,40;28,00;7
LISASPIN 100 MG BOITE DE 20 POUDRE ORALE;LISASPIN;100 MG;POUDRE ORALE;BOITE DE 20;ACETYLSALICYLATE DE LYSINE;AFRIC PHAR;18,10;11,30;10,06;20
LISASPIN 1000 MG BOITE DE 20 POUDRE ORALE;LISASPIN;1000 MG;POUDRE ORALE;BOITE DE 20;ACETYLSALICYLATE DE LYSINE;AFRIC PHAR;48,70;30,30;27,09;20
LISASPIN 250 MG BOITE DE 20 POUDRE ORALE;LISASPIN;250 MG;POUDRE ORALE;BOITE DE 20;ACETYLSALICYLATE DE LYSINE;AFRIC PHAR;18,90;11,80;10,51;20
LISASPIN 500 MG / 5 ML BOITE DE 1 FLACON DE POUDRE + 1 AMPOULE DE SOVANT DE 5 ML POUDRE POUR PREPARATION INJECTABLE ET SOLVANT;LISASPIN;500 MG / 5 ML;POUDRE POUR PREPARATION INJECTABLE ET SOLVANT;BOITE DE 1 FLACON DE POUDRE + 1 AMPOULE DE SOVANT DE 5 ML;ACETYLSALICYLATE DE LYSINE;AFRIC PHAR;4,40;2,80;2,64;1
LISASPIN 500 MG / 5 ML BOITE DE 6 FLACON DE POUDRE + 6 AMPOULES DE SOVANT DE 5 ML POUDRE POUR PREPARATION INJECTABLE ET SOLVANT;LISASPIN;500 MG / 5 ML;POUDRE POUR PREPARATION INJECTABLE ET SOLVANT;BOITE DE 6 FLACON DE POUDRE + 6 AMPOULES DE SOVANT DE 5 ML;ACETYLSALICYLATE DE LYSINE;AFRIC PHAR;23,40;14,60;13,91;6
LISASPIN 500 MG BOITE DE 20 POUDRE ORALE;LISASPIN;500 MG;POUDRE ORALE;BOITE DE 20;ACETYLSALICYLATE DE LYSINE;AFRIC PHAR;22,80;14,20;12,71;20
LUMIGAN 0,3 MG FLACON DE 3 ML COLLYRE;LUMIGAN;0,3 MG;COLLYRE;FLACON DE 3 ML;BIMATOPROST;AFRIC PHAR;214,00;134,30;127,95;1
MEGAFLOX 100 MG / 50 ML FLACON DE 50 ML SOLUTION POUR PERFUSION (IV);MEGAFLOX;100 MG / 50 ML;SOLUTION POUR PERFUSION (IV);FLACON DE 50 ML;CIPROFLOXACINE (CHLORHYDRATE);AFRIC PHAR;74,80;46,70;44,50;1
MEGAFLOX 200 MG / 100 ML FLACON DE 100 ML SOLUTION POUR PERFUSION (IV);MEGAFLOX;200 MG / 100 ML;SOLUTION POUR PERFUSION (IV);FLACON DE 100 ML;CIPROFLOXACINE (CHLORHYDRATE);AFRIC PHAR;141,10;88,20;84,00;1
MEGAFLOX 250 MG BOITE DE 10 COMPRIME PELLICULE;MEGAFLOX;250 MG;COMPRIME PELLICULE;BOITE DE 10;CIPROFLOXACINE (CHLORHYDRATE);AFRIC PHAR;51,40;32,10;30,60;10
MEGAFLOX 400 MG / 200 ML FLACON DE 200 ML SOLUTION POUR PERFUSION (IV);MEGAFLOX;400 MG / 200 ML;SOLUTION POUR PERFUSION (IV);FLACON DE 200 ML;CIPROFLOXACINE (CHLORHYDRATE);AFRIC PHAR;253,00;158,30;150,76;1
MEGAFLOX 500 MG BOITE DE 10 COMPRIME PELLICULE;MEGAFLOX;500 MG;COMPRIME PELLICULE;BOITE DE 10;CIPROFLOXACINE (CHLORHYDRATE);AFRIC PHAR;74,80;46,70;44,50;10
MEGAFLOX IST 500 MG BOITE DE 2 COMPRIME PELLICULE;MEGAFLOX IST;500 MG;COMPRIME PELLICULE;BOITE DE 2;CIPROFLOXACINE (CHLORHYDRATE);AFRIC PHAR;35,50;22,20;21,14;2
METOSPIR 1,5 MUI / 250 MG BOITE DE 16 COMPRIME DISPERSIBLE;METOSPIR;1,5 MUI / 250 MG;COMPRIME DISPERSIBLE;BOITE DE 16;SPIRAMYCINE // METRONIDAZOLE;AFRIC PHAR;74,80;46,70;44,50;16
METOSPIR 1,5 MUI / 250 MG BOITE DE 24 COMPRIME DISPERSIBLE;METOSPIR;1,5 MUI / 250 MG;COMPRIME DISPERSIBLE;BOITE DE 24;SPIRAMYCINE // METRONIDAZOLE;AFRIC PHAR;106,50;66,60;63,42;24
MONONITRIL 20 MG BOITE DE 20 COMPRIME;MONONITRIL;20 MG;COMPRIME;BOITE DE 20;ISOSORBIDE (5-MONONITRATE D');AFRIC PHAR;17,00;10,60;10,12;20
MONONITRIL 20 MG BOITE DE 60 COMPRIME;MONONITRIL;20 MG;COMPRIME;BOITE DE 60;ISOSORBIDE (5-MONONITRATE D');AFRIC PHAR;49,50;30,90;29,46;60
MONONITRIL 40 MG BOITE DE 60 COMPRIME;MONONITRIL;40 MG;COMPRIME;BOITE DE 60;ISOSORBIDE (5-MONONITRATE D');AFRIC PHAR;65,20;40,70;38,81;60
NOCOL 20 MG BOITE DE 30 COMPRIME PELLICULE;NOCOL;20 MG;COMPRIME PELLICULE;BOITE DE 30;SIMVASTATINE;AFRIC PHAR;94,30;58,90;56,11;30
NOCOL 20 MG BOITE DE 60 COMPRIME PELLICULE;NOCOL;20 MG;COMPRIME PELLICULE;BOITE DE 60;SIMVASTATINE;AFRIC PHAR;182,10;113,80;108,41;60
NOCOL 40 MG BOITE DE 30 COMPRIME PELLICULE;NOCOL;40 MG;COMPRIME PELLICULE;BOITE DE 30;SIMVASTATINE;AFRIC PHAR;171,00;106,90;101,78;30
NOCOL 40 MG BOITE DE 60 COMPRIME PELLICULE;NOCOL;40 MG;COMPRIME PELLICULE;BOITE DE 60;SIMVASTATINE;AFRIC PHAR;283,00;188,10;179,14;60
NOLIP (EX NOM : TORSTINE) 10 MG BOITE DE 10 COMPRIME PELLICULE;NOLIP (Ex nom : TORSTINE);10 MG;COMPRIME PELLICULE;BOITE DE 10;ROSUVASTATINE;AFRIC PHAR;59,70;37,30;35,55;10
NOLIP (EX NOM : TORSTINE) 10 MG BOITE DE 30 COMPRIME PELLICULE;NOLIP (Ex nom : TORSTINE);10 MG;COMPRIME PELLICULE;BOITE DE 30;ROSUVASTATINE;AFRIC PHAR;154,10;96,30;91,71;30
NOLIP (EX NOM : TORSTINE) 20 MG BOITE DE 10 COMPRIME PELLICULE;NOLIP (Ex nom : TORSTINE);20 MG;COMPRIME PELLICULE;BOITE DE 10;ROSUVASTATINE;AFRIC PHAR;96,50;60,30;57,47;10
NOLIP (EX NOM : TORSTINE) 20 MG BOITE DE 30 COMPRIME PELLICULE;NOLIP (Ex nom : TORSTINE);20 MG;COMPRIME PELLICULE;BOITE DE 30;ROSUVASTATINE;AFRIC PHAR;250,00;156,30;148,85;30
NOMYC 150 MG BOITE DE 1 GELULE;NOMYC;150 MG;GELULE;BOITE DE 1;FLUCONAZOLE;AFRIC PHAR;22,40;14,00;13,35;1
NOMYC 150 MG BOITE DE 2 GELULE;NOMYC;150 MG;GELULE;BOITE DE 2;FLUCONAZOLE;AFRIC PHAR;39,50;24,70;23,49;2
NOMYC 150 MG BOITE DE 4 GELULE;NOMYC;150 MG;GELULE;BOITE DE 4;FLUCONAZOLE;AFRIC PHAR;72,90;45,50;43,39;4
NOMYC 50 MG BOITE DE 7 GELULE;NOMYC;50 MG;GELULE;BOITE DE 7;FLUCONAZOLE;AFRIC PHAR;78,30;48,90;46,59;7
NOPOROSE 35 MG BOITE DE 12 COMPRIME PELLICULE;NOPOROSE;35 MG;COMPRIME PELLICULE;BOITE DE 12;RISEDRONATE MONOSODIQUE;AFRIC PHAR;464,00;308,00;294,04;12
NOPOROSE 35 MG BOITE DE 4 COMPRIME PELLICULE;NOPOROSE;35 MG;COMPRIME PELLICULE;BOITE DE 4;RISEDRONATE MONOSODIQUE;AFRIC PHAR;181,90;113,70;108,26;4
NOVOTER 0,01 TUBE DE 30 G CREME A USAGE TOPIQUE;NOVOTER;0,01;CREME A USAGE TOPIQUE;TUBE DE 30 G;FLUOCINOLONE;AFRIC PHAR;25,50;15,90;14,19;1
NOVOTER 0,01 TUBE DE 60 G CREME A USAGE TOPIQUE;NOVOTER;0,01;CREME A USAGE TOPIQUE;TUBE DE 60 G;FLUOCINOLONE;AFRIC PHAR;45,90;28,60;25,53;1
OFLUREX 200 MG BOITE DE 16 COMPRIME PELLICULE;OFLUREX;200 MG;COMPRIME PELLICULE;BOITE DE 16;OFLOXACINE;ATLAS PHARM;147,70;92,30;87,95;16
OFLUREX 200 MG BOITE DE 8 COMPRIME PELLICULE;OFLUREX;200 MG;COMPRIME PELLICULE;BOITE DE 8;OFLOXACINE;ATLAS PHARM;77,20;48,30;45,97;8
OFTALAR 0,001 FLACON DE 5 ML COLLYRE;OFTALAR;0,001;COLLYRE;FLACON DE 5 ML;PRANOPROFENE;AFRIC PHAR;42,90;26,80;25,53;1
OFTALMOTRIM 0 FLACON DE 5 ML COLLYRE;OFTALMOTRIM;0;COLLYRE;FLACON DE 5 ML;POLYMYXINE B (SULFATE) // TRIMETHOPRIME;AFRIC PHAR;27,80;17,40;16,58;1
OLICLINOMEL N4-550 E 9,11 / 5,06 / 4,54 / 2,11 / 2,64 / 3,22 / 2,55 / 1,76 / 2,46 / 2,99 / 2,20 / 1,85 / 0,79 / 0,18 / 2,55 / 1,96 / 4,29 / 2,38 / 0,90 / 160 / 0,59 G POCHE DE 2 LITRES EMULSION ET SOLUTION POUR PERFUSION;OLICLINOMEL N4-550 E;9,11 / 5,06 / 4,54 / 2,11 / 2,64 / 3,22 / 2,55 / 1,76 / 2,46 / 2,99 / 2,20 / 1,85 / 0,79 / 0,18 / 2,55 / 1,96 / 4,29 / 2,38 / 0,90 / 160 / 0,59 G;EMULSION ET SOLUTION POUR PERFUSION;POCHE DE 2 LITRES;ALANINE // ARGININE // GLYCINE // HISTIDINE // ISOLEUCINE // LEUCINE // LYSINE // METHIONINE // PROLINE // PHENELALANINE // SERINE // THREONINE // TRYPTOPHANE // TYROSINE // VALINE // ACETATE DE SODIUM TRIHYDRATE // GLYCEROPHOSPHATE DE SODIUM PENTAHYDRATE // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM HEXAHYDRATE // GLUCOSE // CHLORURE DE CALCIUM DIHYDRATE;AFRIC PHAR;506,00;336,00;320,43;1
OLICLINOMEL N6-900 E 14,08 / 7,82 / 7,01 / 3,26 / 4,08 / 4,97 / 3,94 / 2,72 / 3,81 / 4,62 / 3,40 / 2,86 / 1,22 / 0,27 / 3,94 / 4,90 / 3,58 / 0,90 / 240 / 0,59 POCHE DE 2 L EMULSION ET SOLUTION POUR PERFUSION;OLICLINOMEL N6-900 E;14,08 / 7,82 / 7,01 / 3,26 / 4,08 / 4,97 / 3,94 / 2,72 / 3,81 / 4,62 / 3,40 / 2,86 / 1,22 / 0,27 / 3,94 / 4,90 / 3,58 / 0,90 / 240 / 0,59;EMULSION ET SOLUTION POUR PERFUSION;POCHE DE 2 L;ALANINE // ARGININE // GLYCINE // HISTIDINE // ISOLEUCINE // LEUCINE // LYSINE // METHIONINE // PROLINE // PHENELALANINE // SERINE // THREONINE // TRYPTOPHANE // TYROSINE // VALINE // ACETATE DE SODIUM TRIHYDRATE // GLYCEROPHOSPHATE DE SODIUM PENTAHYDRATE // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM HEXAHYDRATE // GLUCOSE // CHLORURE DE CALCIUM DIHYDRATE;AFRIC PHAR;548,00;364,00;347,13;1
OLICLINOMEL N7-1000 E 16,56 / 9,20 / 8,24 / 3,84 / 4,80 / 5,84 / 4,64 / 3,20 / 4,48 / 5,44 / 4 / 3,36 / 1,44 / 0,32 / 4,64 / 4,90 / 4,29 / 3,58 / 0,90 / 320 / 0,59 POCHE DE 1 L EMULSION ET SOLUTION POUR PERFUSION;OLICLINOMEL N7-1000 E;16,56 / 9,20 / 8,24 / 3,84 / 4,80 / 5,84 / 4,64 / 3,20 / 4,48 / 5,44 / 4 / 3,36 / 1,44 / 0,32 / 4,64 / 4,90 / 4,29 / 3,58 / 0,90 / 320 / 0,59;EMULSION ET SOLUTION POUR PERFUSION;POCHE DE 1 L;ALANINE // ARGININE // GLYCINE // HISTIDINE // ISOLEUCINE // LEUCINE // LYSINE // METHIONINE // PROLINE // PHENELALANINE // SERINE // THREONINE // TRYPTOPHANE // TYROSINE // VALINE // ACETATE DE SODIUM TRIHYDRATE // GLYCEROPHOSPHATE DE SODIUM PENTAHYDRATE // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM HEXAHYDRATE // GLUCOSE // CHLORURE DE CALCIUM DIHYDRATE;AFRIC PHAR;379,00;252,00;240,32;1
OLICLINOMEL N7-1000 E 16,56 / 9,20 / 8,24 / 3,84 / 4,80 / 5,84 / 4,64 / 3,20 / 4,48 / 5,44 / 4 / 3,36 / 1,44 / 0,32 / 4,64 / 4,90 / 4,29 / 3,58 / 0,90 / 320 / 0,59 POCHE DE 2 L EMULSION ET SOLUTION POUR PERFUSION;OLICLINOMEL N7-1000 E;16,56 / 9,20 / 8,24 / 3,84 / 4,80 / 5,84 / 4,64 / 3,20 / 4,48 / 5,44 / 4 / 3,36 / 1,44 / 0,32 / 4,64 / 4,90 / 4,29 / 3,58 / 0,90 / 320 / 0,59;EMULSION ET SOLUTION POUR PERFUSION;POCHE DE 2 L;ALANINE // ARGININE // GLYCINE // HISTIDINE // ISOLEUCINE // LEUCINE // LYSINE // METHIONINE // PROLINE // PHENELALANINE // SERINE // THREONINE // TRYPTOPHANE // TYROSINE // VALINE // ACETATE DE SODIUM TRIHYDRATE // GLYCEROPHOSPHATE DE SODIUM PENTAHYDRATE // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM HEXAHYDRATE // GLUCOSE // CHLORURE DE CALCIUM DIHYDRATE;AFRIC PHAR;576,00;383,00;364,93;1
OPSUMIT 10 MG BOITE DE 30 COMPRIME PELLICULE;OPSUMIT;10 MG;COMPRIME PELLICULE;BOITE DE 30;MACITENTAN;MAPHAR;26 000,00;25 498,00;25 098,30;30
OXALIPLATINE HOSPIRA 200 MG / 40 ML FLACON DE 40 ML SOLUTION POUR PERFUSION;OXALIPLATINE HOSPIRA;200 MG / 40 ML;SOLUTION POUR PERFUSION;FLACON DE 40 ML;OXALIPLATINE;PFIZER;1 701,00;1 442,00;1 374,03;1
OZURDEX 700 ΜG BOITE UNITAIRE IMPLANT INTRAVITRE EN AVEC APPLICATEUR;OZURDEX;700 µG;IMPLANT INTRAVITRE EN AVEC APPLICATEUR;BOITE UNITAIRE;DEXAMETHASONE;AFRIC PHAR;9 959,00;9 771,00;9 371,98;1
PEP-RANI 50 MG / 2 ML BOITE DE 5 AMPOULES DE 2 ML SOLUTION INJECTABLE;PEP-RANI;50 MG / 2 ML;SOLUTION INJECTABLE;BOITE DE 5 AMPOULES DE 2 ML;RANITIDINE;AFRIC PHAR;51,40;32,10;30,60;5
PRILVAS 20 MG BOITE DE 28 COMPRIME;PRILVAS;20 MG;COMPRIME;BOITE DE 28;ENALAPRIL (MALEATE);AFRIC PHAR;66,40;41,50;39,55;28
PRILVAS 5 MG BOITE DE 28 COMPRIME;PRILVAS;5 MG;COMPRIME;BOITE DE 28;ENALAPRIL (MALEATE);AFRIC PHAR;51,80;32,40;30,84;28
PRISDAL 1 MG BOITE DE 30 COMPRIME PELLICULE;PRISDAL;1 MG;COMPRIME PELLICULE;BOITE DE 30;RISPERIDONE;AFRIC PHAR;77,60;48,50;46,22;30
PRISDAL 2 MG BOITE DE 30 COMPRIME PELLICULE;PRISDAL;2 MG;COMPRIME PELLICULE;BOITE DE 30;RISPERIDONE;AFRIC PHAR;138,60;86,60;82,49;30
PRISDAL 3 MG BOITE DE 30 COMPRIME PELLICULE;PRISDAL;3 MG;COMPRIME PELLICULE;BOITE DE 30;RISPERIDONE;AFRIC PHAR;192,00;120,00;114,29;30
PRISDAL 4 MG BOITE DE 30 COMPRIME PELLICULE;PRISDAL;4 MG;COMPRIME PELLICULE;BOITE DE 30;RISPERIDONE;AFRIC PHAR;274,00;171,20;163,10;30
PRISDAL 0,5 MG BOITE DE 30 COMPRIME PELLICULE;PRISDAL;0,5 MG;COMPRIME PELLICULE;BOITE DE 30;RISPERIDONE;AFRIC PHAR;30,40;19,00;18,12;30
PROCLOR 20 MG BOITE DE 30 GELULE;PROCLOR;20 MG;GELULE;BOITE DE 30;OMEPRAZOLE;ATLAS PHARM;102,10;63,80;60,79;30
PROTON 20 MG BOITE DE 14 GELULE;PROTON;20 MG;GELULE;BOITE DE 14;OMEPRAZOLE;AFRIC PHAR;49,30;30,80;29,37;14
PROTON 20 MG BOITE DE 28 GELULE;PROTON;20 MG;GELULE;BOITE DE 28;OMEPRAZOLE;AFRIC PHAR;95,30;59,60;56,74;28
REMOX 0,01 TUBE DE 20 G CREME;REMOX;0,01;CREME;TUBE DE 20 G;PIROXICAM;AFRIC PHAR;18,10;11,30;10,79;1
REMOX 0,01 TUBE DE 50 G CREME;REMOX;0,01;CREME;TUBE DE 50 G;PIROXICAM;AFRIC PHAR;36,20;22,60;21,56;1
REMOX 20 MG BOITE DE 10 COMPRIME DISPERSIBLE;REMOX;20 MG;COMPRIME DISPERSIBLE;BOITE DE 10;PIROXICAM;AFRIC PHAR;39,00;24,40;23,20;10
REMOX 20 MG BOITE DE 10 GELULE;REMOX;20 MG;GELULE;BOITE DE 10;PIROXICAM;AFRIC PHAR;37,20;23,30;22,16;10
REMOX 20 MG BOITE DE 12 SUPPOSITOIRE;REMOX;20 MG;SUPPOSITOIRE;BOITE DE 12;PIROXICAM;AFRIC PHAR;42,00;26,20;24,98;12
SEPTIL 0 FLACON 10 G POUDRE POUR USAGE EXTERNE;SEPTIL;0;POUDRE POUR USAGE EXTERNE;FLACON 10 G;POLYVIDONE (IODEE);AFRIC PHAR;13,10;8,20;7,79;1
SERVETINAL 0 FLACON DE 100 G POUDRE ORALE EN FLACON;SERVETINAL;0;POUDRE ORALE EN FLACON;FLACON DE 100 G;SALICYLATE DE BISMUTH  // CALCIUM (CARBONATE) // HYDROXYDE DE MAGNESIUM // POUDRE TITREE (DE BELLADONE) // BICARBONATE (DE SODIUM);AFRIC PHAR;14,20;8,90;7,93;1
COSTARVAL 160 MG / 12,5 MG BOITE DE 14 COMPRIME PELLICULE;COSTARVAL;160 MG / 12,5 MG;COMPRIME PELLICULE;BOITE DE 14;"VALSARTAN
 // HYDROCHLOROTHIAZIDE";SUN PHARMA;74,10;46,30;44,13;14
COSTARVAL 160 MG / 12,5 MG BOITE DE 28 COMPRIME PELLICULE;COSTARVAL;160 MG / 12,5 MG;COMPRIME PELLICULE;BOITE DE 28;"VALSARTAN
 // HYDROCHLOROTHIAZIDE";SUN PHARMA;131,40;82,10;78,21;28
TANZAAR 100 MG BOITE DE 28 COMPRIME PELLICULE;TANZAAR;100 MG;COMPRIME PELLICULE;BOITE DE 28;LOSARTAN (POTASSIQUE);AFRIC PHAR;138,10;86,30;82,22;28
TANZAAR 50 MG BOITE DE 14 COMPRIME PELLICULE;TANZAAR;50 MG;COMPRIME PELLICULE;BOITE DE 14;LOSARTAN (POTASSIQUE);AFRIC PHAR;40,00;25,00;23,79;14
TANZAAR 50 MG BOITE DE 28 COMPRIME PELLICULE;TANZAAR;50 MG;COMPRIME PELLICULE;BOITE DE 28;LOSARTAN (POTASSIQUE);AFRIC PHAR;77,20;48,20;45,96;28
TECPRIL 1,25 MG BOITE DE 30 GELULE;TECPRIL;1,25 MG;GELULE;BOITE DE 30;RAMIPRIL;AFRIC PHAR;40,00;25,00;23,81;30
TECPRIL 10 MG BOITE DE 30 GELULE;TECPRIL;10 MG;GELULE;BOITE DE 30;RAMIPRIL;AFRIC PHAR;120,00;75,00;71,43;30
TECPRIL 2,5 MG BOITE DE 30 GELULE;TECPRIL;2,5 MG;GELULE;BOITE DE 30;RAMIPRIL;AFRIC PHAR;50,00;31,20;29,76;30
TECPRIL 5 MG BOITE DE 30 GELULE;TECPRIL;5 MG;GELULE;BOITE DE 30;RAMIPRIL;AFRIC PHAR;63,00;39,40;37,50;30
TIBOLONE AFRIC-PHAR 2,5 MG BOITE DE 28 COMPRIME;TIBOLONE AFRIC-PHAR;2,5 MG;COMPRIME;BOITE DE 28;TIBOLONE;AFRIC PHAR;155,00;96,60;86,23;28
TOMUDEX 2 MG BOITE DE 1 FLACON DE 5 ML LYOPHILISAT;TOMUDEX;2 MG;LYOPHILISAT;BOITE DE 1 FLACON DE 5 ML;RALTITREXED;AFRIC PHAR;1 715,00;1 456,00;1 387,42;1
TRETACNE 10 MG BOITE DE 30 CAPSULE MOLLE;TRETACNE;10 MG;CAPSULE MOLLE;BOITE DE 30;ISOTRETINOINE;AFRIC PHAR;140,20;87,60;83,44;30
TRETACNE 20 MG BOITE DE 30 CAPSULE MOLLE;TRETACNE;20 MG;CAPSULE MOLLE;BOITE DE 30;ISOTRETINOINE;AFRIC PHAR;233,00;146,00;139,07;30
TRETACNE 5 MG BOITE DE 30 CAPSULE MOLLE;TRETACNE;5 MG;CAPSULE MOLLE;BOITE DE 30;ISOTRETINOINE;AFRIC PHAR;84,10;52,60;50,07;30
TRINOMYC 2 MG / ML FLACON DE 100 MG / 50 ML SOLUTION POUR PERFUSION;TRINOMYC;2 MG / ML;SOLUTION POUR PERFUSION;FLACON DE 100 MG / 50 ML;FLUCONAZOLE;AFRIC PHAR;62,80;39,30;37,41;1
TRINOMYC 2 MG / ML FLACON DE 50 MG / 25 ML SOLUTION POUR PERFUSION;TRINOMYC;2 MG / ML;SOLUTION POUR PERFUSION;FLACON DE 50 MG / 25 ML;FLUCONAZOLE;AFRIC PHAR;72,90;45,50;43,39;1
